Customer Name,Customer Address,Product Name,Color,Material,Category,Total Quantity Sold,Inventory (Stock),Price (Before GST),GST Amount,Discount (%),Profit,Total Price (With GST),Transaction Date,Year,Month,Day
Tanvi Dara,"Lampur Border, Delhi - 110059",Cooler,Red,Wood,Cooler,8,20,5143,3243,10,3510,7547.4,2022-06-15,2022,6,15
Banjeet Luthra,"Janakpuri, Delhi - 110062",Mandir,Brown,Glass,Mandir,5,20,21646,681,20,6611,17861.6,2024-03-29,2024,3,29
Nitara Badal,"Pitampura, Delhi - 110061",Mandir,White,Plastic,Mandir,1,2,7145,4607,15,2789,9989.2,2024-11-15,2024,11,15
Urmi Guha,"Janakpuri, Delhi - 110072",Mandir,Blue,Board,Mandir,10,25,13226,4032,10,2254,15532.2,2023-11-10,2023,11,10
Raghav Sarraf,"Saket, Delhi - 110090",Mattress,Grey,Board,Mattress,10,13,13556,1097,20,6237,11722.4,2023-05-25,2023,5,25
Balveer Oza,"Lampur Border, Delhi - 110080",Cooler,Black,Iron,Cooler,1,15,28309,1174,5,6390,28008.85,2020-06-01,2020,6,1
Jackson Sanghvi,"Rohini, Delhi - 110056",Bed - Double Bed,Blue,Wood,Bed,10,21,11067,4207,20,2172,12219.2,2023-01-20,2023,1,20
Yahvi Madan,"Rohini, Delhi - 110081",Cooler,Red,Plastic,Cooler,8,20,28229,2608,10,1367,27753.3,2023-12-04,2023,12,4
Yahvi Vaidya,"Pranshant Vihar, Delhi - 110097",Chair,Brown,Board,Chair,6,14,33929,4001,10,5617,34137.0,2024-09-09,2024,9,9
Nimrat Narayan,"Shalimar Bagh, Delhi - 110017",Bed - Double Bed,Black,Wood,Bed,3,14,22487,2200,20,3822,19749.6,2024-01-25,2024,1,25
Upkaar Kurian,"Singhu Border, Delhi - 110079",Mandir,Blue,Wood,Mandir,2,17,40844,2333,5,634,41018.15,2020-07-06,2020,7,6
Faraj Kurian,"Karol Bagh, Delhi - 110094",Cooler,Green,Iron,Cooler,1,11,43549,4073,15,6848,40478.7,2023-11-21,2023,11,21
Saumya Gill,"Alipur, Delhi - 110090",Mandir,Blue,Glass,Mandir,9,27,22311,2114,5,8996,23203.75,2021-05-17,2021,5,17
Onkar Morar,"Pranshant Vihar, Delhi - 110073",Dressing Table,White,Board,Dressing Table,2,6,47087,556,20,6081,38114.4,2023-05-13,2023,5,13
Lekha Koshy,"Lajpat Nagar, Delhi - 110013",Chair,Black,Wood,Chair,2,19,35049,2113,10,2386,33445.8,2023-03-14,2023,3,14
Jonathan Bassi,"Janakpuri, Delhi - 110055",Cooler,Yellow,Glass,Cooler,8,10,6886,4928,20,9360,9451.2,2020-06-14,2020,6,14
Banjeet Ben,"Dwarka, Delhi - 110084",Mandir,Brown,Wood,Mandir,2,17,19687,3150,15,8050,19411.45,2023-02-18,2023,2,18
Sneha Bir,"Janakpuri, Delhi - 110075",Mandir,Green,Wood,Mandir,5,23,47326,1374,5,7865,46265.0,2020-07-11,2020,7,11
Ekbal Wadhwa,"Pitampura, Delhi - 110091",Dressing Table,Yellow,Wood,Dressing Table,9,29,8066,1192,10,1586,8332.2,2021-01-09,2021,1,9
Gaurangi Parmer,"Janakpuri, Delhi - 110093",Sofa,Green,Metal,Sofa,7,27,20071,1127,15,9638,18018.3,2020-01-30,2020,1,30
Harinakshi Nagy,"Narela, Delhi - 110019",Bed - Double Bed,Yellow,Board,Bed,6,24,9628,2006,5,9423,11052.3,2024-01-05,2024,1,5
Falguni Baral,"Holambi, Delhi - 110085",Chair,Grey,Iron,Chair,9,11,17951,3018,10,5174,18872.1,2020-08-09,2020,8,9
Nathan Aurora,"Singhu Border, Delhi - 110038",Mandir,Green,Metal,Mandir,8,9,27939,910,5,9273,27406.55,2023-05-23,2023,5,23
Wazir Wadhwa,"Shalimar Bagh, Delhi - 110031",Chair,Black,Plastic,Chair,8,13,14950,3571,15,3182,15742.85,2023-12-14,2023,12,14
William Bansal,"Holambi, Delhi - 110013",Chair,Yellow,Metal,Chair,3,21,38256,4189,20,8105,33956.0,2021-01-05,2021,1,5
Jagrati Sekhon,"Lajpat Nagar, Delhi - 110091",Cooler,Brown,Plastic,Cooler,4,20,28398,817,20,7406,23372.0,2024-07-31,2024,7,31
Hardik Swaminathan,"Karol Bagh, Delhi - 110011",Mattress,Blue,Plastic,Mattress,2,4,42143,1623,20,8700,35012.8,2022-04-09,2022,4,9
Ansh Basu,"Rohini, Delhi - 110070",Cupboard,Blue,Plastic,Cupboard,5,7,23304,3698,10,5872,24301.8,2020-03-02,2020,3,2
Vedhika Dada,"Rohini, Delhi - 110034",Chair,Yellow,Wood,Chair,4,12,44412,1065,20,9400,36381.6,2024-05-03,2024,5,3
Jasmit Parsa,"Vasant Kunj, Delhi - 110077",Cupboard,Brown,Iron,Cupboard,7,14,42334,1571,10,7900,39514.5,2020-10-09,2020,10,9
Kabir Brahmbhatt,"Shalimar Bagh, Delhi - 110011",Cooler,Black,Wood,Cooler,2,6,34591,4392,10,8507,35084.7,2021-02-06,2021,2,6
Devansh Seshadri,"Lajpat Nagar, Delhi - 110092",Mattress,Blue,Board,Mattress,1,4,21180,701,15,9342,18598.85,2024-09-28,2024,9,28
Urishilla Sandhu,"Pranshant Vihar, Delhi - 110098",Mattress,Brown,Iron,Mattress,9,21,32436,3026,15,6502,30142.7,2021-03-18,2021,3,18
Idika Raghavan,"Saket, Delhi - 110069",Cooler,Brown,Board,Cooler,10,14,20047,1048,15,703,17930.75,2024-07-16,2024,7,16
Edhitha Bajaj,"Rohini, Delhi - 110077",Bed - Single Bed,Black,Metal,Bed,1,13,33141,4891,5,7320,36130.4,2020-02-28,2020,2,28
Garima Bath,"Janakpuri, Delhi - 110078",Chair,Grey,Glass,Chair,4,17,31097,3665,10,6487,31285.8,2024-12-18,2024,12,18
Elijah Tella,"Lajpat Nagar, Delhi - 110027",Bed - Single Bed,White,Iron,Bed,3,8,20813,1705,15,9912,19140.3,2023-03-01,2023,3,1
Tanveer Menon,"Lajpat Nagar, Delhi - 110073",Dressing Table,Red,Iron,Dressing Table,1,11,21834,1981,10,7761,21433.5,2023-11-09,2023,11,9
Lopa Doshi,"Shalimar Bagh, Delhi - 110025",Mandir,Black,Wood,Mandir,9,19,15484,3972,10,3900,17510.4,2021-07-17,2021,7,17
Jhalak Bhatt,"Lampur Border, Delhi - 110035",Bed - Double Bed,Green,Glass,Bed,2,6,42680,1314,10,2361,39594.6,2021-06-22,2021,6,22
Jacob Pal,"Pitampura, Delhi - 110049",Cooler,Green,Plastic,Cooler,7,12,31367,2087,5,6677,31781.3,2020-12-10,2020,12,10
Yatin Baral,"Shalimar Bagh, Delhi - 110028",Dressing Table,Blue,Glass,Dressing Table,6,9,44868,2811,5,2596,45295.05,2024-07-27,2024,7,27
Isaac Bedi,"Janakpuri, Delhi - 110021",Mandir,White,Metal,Mandir,2,14,45716,2550,5,9388,45852.7,2024-01-02,2024,1,2
Raghav Dugal,"Singhu Border, Delhi - 110002",Dressing Table,Red,Wood,Dressing Table,8,15,18131,3474,15,5546,18364.25,2021-03-08,2021,3,8
Kiaan Bains,"Singhu Border, Delhi - 110014",Bed - Double Bed,Green,Wood,Bed,3,5,20315,4545,10,8232,22374.0,2024-03-15,2024,3,15
Nikita Barad,"Janakpuri, Delhi - 110071",Chair,Green,Glass,Chair,2,16,37690,3879,20,7670,33255.2,2024-01-28,2024,1,28
Indira Prashad,"Pranshant Vihar, Delhi - 110040",Chair,Yellow,Metal,Chair,5,8,29684,3226,20,9109,26328.0,2020-06-12,2020,6,12
Indrajit Vasa,"Saket, Delhi - 110062",Cupboard,White,Board,Cupboard,2,20,7270,2973,20,5209,8194.4,2021-11-01,2021,11,1
Jagdish Sant,"Saket, Delhi - 110030",Mattress,White,Metal,Mattress,2,15,42730,2237,10,5120,40470.3,2020-04-16,2020,4,16
Finn Om,"Saket, Delhi - 110077",Mandir,Green,Glass,Mandir,9,17,38425,4076,15,4737,36125.85,2022-04-22,2022,4,22
Bhanumati Vohra,"Saket, Delhi - 110007",Sofa,Grey,Glass,Sofa,3,16,40463,2542,5,6245,40854.75,2021-04-03,2021,4,3
Aarav Chauhan,"Narela, Delhi - 110030",Chair,Black,Glass,Chair,8,10,37748,3928,5,1410,39592.2,2021-12-20,2021,12,20
Gautami Kapur,"Alipur, Delhi - 110074",Chair,Blue,Wood,Chair,4,13,9114,3214,15,6308,10478.8,2021-07-04,2021,7,4
Simon Gala,"Saket, Delhi - 110050",Chair,Black,Wood,Chair,9,19,49982,2115,20,719,41677.6,2023-02-26,2023,2,26
Hamsini Bumb,"Janakpuri, Delhi - 110086",Chair,Red,Wood,Chair,8,18,25867,510,20,6365,21101.6,2023-09-17,2023,9,17
Wridesh Padmanabhan,"Vasant Kunj, Delhi - 110061",Sofa,White,Plastic,Sofa,8,28,13662,3910,5,7233,16693.4,2024-04-22,2024,4,22
Vasatika Chowdhury,"Narela, Delhi - 110028",Bed - Single Bed,Blue,Board,Bed,3,15,12441,2918,20,4151,12287.2,2024-08-19,2024,8,19
Falguni Menon,"Rohini, Delhi - 110017",Bed - Single Bed,Black,Glass,Bed,1,6,28503,2241,5,8787,29206.8,2021-08-07,2021,8,7
Adya Taneja,"Singhu Border, Delhi - 110093",Chair,Black,Iron,Chair,2,3,32625,742,10,7588,30030.3,2023-05-10,2023,5,10
Geetika Devi,"Singhu Border, Delhi - 110038",Sofa,Black,Iron,Sofa,4,14,19178,1151,10,3212,18296.1,2023-06-09,2023,6,9
Nihal Sanghvi,"Vasant Kunj, Delhi - 110062",Cooler,Red,Glass,Cooler,6,15,21356,4718,20,1729,20859.2,2024-08-18,2024,8,18
Jhalak Halder,"Vasant Kunj, Delhi - 110056",Cooler,Grey,Glass,Cooler,10,28,6866,4191,15,3739,9398.45,2020-03-08,2020,3,8
Oviya Singhal,"Saket, Delhi - 110066",Bed - Single Bed,White,Iron,Bed,10,29,45808,564,5,2353,44053.4,2020-07-08,2020,7,8
Charvi Lalla,"Holambi, Delhi - 110039",Sofa,Brown,Board,Sofa,7,8,28532,1199,20,3217,23784.8,2020-11-09,2020,11,9
Triveni Sunder,"Shalimar Bagh, Delhi - 110040",Dressing Table,Green,Board,Dressing Table,1,11,12355,3772,10,5770,14514.3,2020-06-18,2020,6,18
Jalsa Prabhakar,"Janakpuri, Delhi - 110066",Dressing Table,Grey,Wood,Dressing Table,9,27,47561,2752,10,6168,45281.7,2023-04-10,2023,4,10
Lekha Prabhakar,"Pranshant Vihar, Delhi - 110027",Bed - Double Bed,Blue,Wood,Bed,8,11,15828,3824,20,8213,15721.6,2020-01-19,2020,1,19
Arin Oza,"Narela, Delhi - 110009",Dressing Table,Yellow,Wood,Dressing Table,10,20,27644,3187,15,1935,26206.35,2023-03-14,2023,3,14
Jason Wali,"Karol Bagh, Delhi - 110077",Bed - Single Bed,White,Glass,Bed,2,9,16491,4341,20,5784,16665.6,2022-05-18,2022,5,18
Aarav Kala,"Vasant Kunj, Delhi - 110091",Cupboard,Blue,Plastic,Cupboard,9,22,24573,1354,20,3621,20741.6,2020-09-07,2020,9,7
Daksh Jaggi,"Holambi, Delhi - 110095",Mattress,Brown,Metal,Mattress,9,29,14428,2086,20,737,13211.2,2023-03-04,2023,3,4
Yashodhara Devi,"Pranshant Vihar, Delhi - 110096",Chair,Grey,Glass,Chair,9,15,21075,1520,20,4327,18076.0,2020-09-22,2020,9,22
Manthan Sachar,"Saket, Delhi - 110072",Chair,Grey,Plastic,Chair,9,24,9169,2752,15,4596,10132.85,2024-03-25,2024,3,25
Aradhana Contractor,"Pranshant Vihar, Delhi - 110053",Mandir,Yellow,Glass,Mandir,8,28,5337,4157,15,3319,8069.9,2024-12-27,2024,12,27
Zinal Dhillon,"Pranshant Vihar, Delhi - 110054",Cooler,Black,Board,Cooler,3,6,14986,4713,5,7417,18714.05,2023-05-15,2023,5,15
Zaid Balakrishnan,"Narela, Delhi - 110014",Sofa,Red,Iron,Sofa,1,20,18354,1668,5,9566,19020.9,2021-03-26,2021,3,26
Abdul Dora,"Alipur, Delhi - 110050",Mattress,Grey,Metal,Mattress,6,16,31778,1461,10,6916,29915.1,2020-05-29,2020,5,29
Liam Krish,"Janakpuri, Delhi - 110012",Mandir,Yellow,Board,Mandir,6,17,46001,4348,5,6321,47831.55,2021-06-26,2021,6,26
Alka Rattan,"Janakpuri, Delhi - 110098",Dressing Table,Black,Iron,Dressing Table,5,18,6764,746,20,1701,6008.0,2023-07-27,2023,7,27
Mekhala Mitter,"Karol Bagh, Delhi - 110026",Mandir,Yellow,Board,Mandir,9,29,29763,962,5,2122,29188.75,2020-02-07,2020,2,7
Aachal Prasad,"Alipur, Delhi - 110018",Chair,Green,Glass,Chair,4,7,23982,1747,10,6299,23156.1,2023-12-17,2023,12,17
Aradhana Bassi,"Pitampura, Delhi - 110037",Cooler,Green,Glass,Cooler,6,7,36617,1815,5,2048,36510.4,2023-12-23,2023,12,23
Jairaj Mohan,"Lajpat Nagar, Delhi - 110076",Cooler,Red,Board,Cooler,1,19,12305,3038,5,9265,14575.85,2024-10-02,2024,10,2
Mitesh Tiwari,"Karol Bagh, Delhi - 110067",Mandir,Green,Plastic,Mandir,10,13,42991,3964,10,9871,42259.5,2021-12-23,2021,12,23
Irya Saran,"Shalimar Bagh, Delhi - 110033",Sofa,Brown,Iron,Sofa,9,20,48505,1776,10,6376,45252.9,2023-06-05,2023,6,5
Vihaan Dua,"Saket, Delhi - 110011",Mandir,Black,Plastic,Mandir,10,21,22085,4538,5,3190,25291.85,2020-02-27,2020,2,27
Avi Bansal,"Alipur, Delhi - 110019",Dressing Table,Yellow,Board,Dressing Table,2,6,44144,3085,20,3218,37783.2,2023-09-10,2023,9,10
Guneet Sathe,"Karol Bagh, Delhi - 110051",Mandir,Brown,Board,Mandir,5,21,33885,2127,15,860,30610.2,2023-04-02,2023,4,2
Jasmit Dhar,"Alipur, Delhi - 110063",Chair,White,Metal,Chair,3,21,26507,2880,5,8006,27917.65,2023-07-24,2023,7,24
Abdul Soman,"Singhu Border, Delhi - 110094",Cupboard,Brown,Wood,Cupboard,7,17,24728,1719,20,3563,21157.6,2021-08-28,2021,8,28
Hemani Pai,"Holambi, Delhi - 110061",Mattress,Blue,Metal,Mattress,7,18,9522,3906,20,4512,10742.4,2022-02-22,2022,2,22
Omisha Tak,"Pitampura, Delhi - 110008",Cooler,White,Iron,Cooler,10,11,39515,4593,10,9474,39697.2,2022-01-10,2022,1,10
Rohan Babu,"Narela, Delhi - 110077",Cupboard,Yellow,Metal,Cupboard,7,9,11849,3985,10,8465,14250.6,2021-03-28,2021,3,28
Krishna Kala,"Dwarka, Delhi - 110022",Sofa,Blue,Metal,Sofa,1,19,41364,4748,20,3871,36889.6,2024-04-23,2024,4,23
Krish Shroff,"Lajpat Nagar, Delhi - 110058",Cupboard,Blue,Glass,Cupboard,4,20,22937,4623,20,2156,22048.0,2023-02-23,2023,2,23
Megha Pai,"Dwarka, Delhi - 110020",Sofa,White,Glass,Sofa,1,15,42256,974,15,4878,36745.5,2022-06-18,2022,6,18
Qarin Barad,"Pitampura, Delhi - 110097",Bed - Single Bed,Grey,Board,Bed,1,8,45078,4080,15,9790,41784.3,2020-09-10,2020,9,10
Aahana Misra,"Pranshant Vihar, Delhi - 110029",Mandir,Red,Metal,Mandir,1,13,33513,3566,5,8900,35225.05,2023-09-09,2023,9,9
Urvashi Zacharia,"Pitampura, Delhi - 110099",Cooler,Red,Board,Cooler,6,11,47595,1303,5,1902,46453.1,2022-06-29,2022,6,29
Liam Dey,"Alipur, Delhi - 110087",Cupboard,Green,Iron,Cupboard,8,28,18695,4959,5,2099,22471.3,2020-05-02,2020,5,2
Hardik Ghose,"Holambi, Delhi - 110082",Cooler,White,Board,Cooler,1,4,35250,4743,20,5154,31994.4,2022-08-28,2022,8,28
Aradhana Mangal,"Dwarka, Delhi - 110082",Mandir,Black,Wood,Mandir,5,12,5803,695,10,1705,5848.2,2021-12-19,2021,12,19
Eshana Khanna,"Lajpat Nagar, Delhi - 110005",Bed - Double Bed,Brown,Metal,Bed,10,17,8899,540,15,3460,8023.15,2023-09-11,2023,9,11
Mohini Mand,"Saket, Delhi - 110003",Chair,Yellow,Wood,Chair,9,14,19919,2414,20,9317,17866.4,2020-10-23,2020,10,23
Vrishti Tata,"Holambi, Delhi - 110087",Mattress,Red,Metal,Mattress,2,8,25882,3996,20,1935,23902.4,2021-06-06,2021,6,6
Brinda Hari,"Singhu Border, Delhi - 110039",Sofa,Brown,Iron,Sofa,2,14,48747,2822,5,7191,48990.55,2024-09-16,2024,9,16
Unni Batta,"Dwarka, Delhi - 110037",Bed - Single Bed,White,Wood,Bed,2,19,16985,4823,20,2942,17446.4,2024-10-10,2024,10,10
Anamika Korpal,"Narela, Delhi - 110086",Dressing Table,Green,Plastic,Dressing Table,1,12,15010,4866,20,3692,15900.8,2022-08-20,2022,8,20
Vritti Prakash,"Narela, Delhi - 110085",Mandir,White,Metal,Mandir,4,9,48555,3052,20,3254,41285.6,2024-02-08,2024,2,8
Noah Dugal,"Rohini, Delhi - 110018",Mandir,Black,Wood,Mandir,5,10,8390,3412,20,4902,9441.6,2021-10-30,2021,10,30
Qasim Halder,"Janakpuri, Delhi - 110069",Bed - Double Bed,Green,Wood,Bed,5,17,33071,2680,15,9044,30388.35,2024-12-06,2024,12,6
Abha Bumb,"Dwarka, Delhi - 110026",Mandir,Black,Iron,Mandir,4,16,25722,2521,5,4533,26830.85,2021-07-19,2021,7,19
Nilima Sawhney,"Shalimar Bagh, Delhi - 110003",Mattress,Red,Wood,Mattress,8,24,37073,4832,15,4713,35619.25,2020-08-12,2020,8,12
Abha Grover,"Narela, Delhi - 110045",Chair,Yellow,Board,Chair,8,18,38932,614,10,2636,35591.4,2021-01-29,2021,1,29
Vedant Banik,"Pranshant Vihar, Delhi - 110031",Bed - Double Bed,Green,Glass,Bed,2,12,33297,2961,15,3489,30819.3,2022-11-21,2022,11,21
Simon Kale,"Shalimar Bagh, Delhi - 110036",Dressing Table,Yellow,Glass,Dressing Table,5,13,39275,3909,15,2450,36706.4,2023-02-20,2023,2,20
William Rama,"Rohini, Delhi - 110072",Sofa,Green,Metal,Sofa,6,8,38774,4487,10,5396,38934.9,2023-07-29,2023,7,29
Raghav Wadhwa,"Dwarka, Delhi - 110068",Mattress,Red,Glass,Mattress,1,8,22852,4357,15,1470,23127.65,2020-09-13,2020,9,13
Ladli Banik,"Alipur, Delhi - 110089",Cooler,Black,Glass,Cooler,7,21,40539,1900,5,6540,40317.05,2024-02-24,2024,2,24
Jyoti Grewal,"Shalimar Bagh, Delhi - 110044",Sofa,Yellow,Glass,Sofa,5,17,32938,2578,15,1108,30188.6,2022-11-25,2022,11,25
Harshil Parsa,"Holambi, Delhi - 110042",Bed - Single Bed,Brown,Metal,Bed,1,15,19465,1127,10,5002,18532.8,2020-08-11,2020,8,11
Lohit Panchal,"Pitampura, Delhi - 110025",Mandir,Blue,Wood,Mandir,9,21,13546,2793,20,4400,13071.2,2024-04-20,2024,4,20
Azaan Chandra,"Saket, Delhi - 110076",Mattress,White,Wood,Mattress,10,22,47320,4917,20,7951,41789.6,2022-10-17,2022,10,17
Zashil Luthra,"Rohini, Delhi - 110088",Mattress,Red,Metal,Mattress,9,24,46293,975,20,9786,37814.4,2023-01-15,2023,1,15
Advik Kamdar,"Narela, Delhi - 110070",Sofa,Red,Metal,Sofa,1,6,35097,1490,20,7513,29269.6,2020-06-28,2020,6,28
Simon Kannan,"Janakpuri, Delhi - 110096",Cupboard,Brown,Iron,Cupboard,9,29,37143,2995,15,1102,34117.3,2021-10-23,2021,10,23
Anika Maharaj,"Pranshant Vihar, Delhi - 110014",Mattress,Black,Iron,Mattress,2,17,11223,573,5,3587,11206.2,2021-07-12,2021,7,12
Jagvi Nazareth,"Holambi, Delhi - 110062",Cooler,Yellow,Board,Cooler,3,22,27479,3139,10,4048,27556.2,2020-05-20,2020,5,20
Ayush Goswami,"Shalimar Bagh, Delhi - 110026",Bed - Double Bed,Green,Iron,Bed,7,27,35881,3162,5,5292,37090.85,2020-10-21,2020,10,21
Dalaja Kulkarni,"Rohini, Delhi - 110001",Mattress,Red,Wood,Mattress,5,10,19479,2088,5,3584,20488.65,2023-05-14,2023,5,14
Darpan Rajagopalan,"Lajpat Nagar, Delhi - 110040",Cooler,Red,Iron,Cooler,3,20,21091,4787,15,4470,21996.3,2020-11-10,2020,11,10
Diya Kakar,"Vasant Kunj, Delhi - 110038",Mattress,Grey,Plastic,Mattress,9,25,49791,2731,20,3178,42017.6,2024-05-11,2024,5,11
Damini Tank,"Janakpuri, Delhi - 110052",Sofa,Grey,Glass,Sofa,4,5,25998,4852,5,6032,29307.5,2023-09-09,2023,9,9
Mekhala Hans,"Lampur Border, Delhi - 110062",Sofa,White,Glass,Sofa,2,22,26840,1798,15,1443,24342.3,2021-05-13,2021,5,13
Vincent Bala,"Karol Bagh, Delhi - 110097",Mattress,Yellow,Metal,Mattress,5,20,45496,2546,20,7105,38433.6,2024-11-29,2024,11,29
Omya Sundaram,"Rohini, Delhi - 110053",Dressing Table,Grey,Glass,Dressing Table,6,13,45094,3392,10,2649,43637.4,2023-08-28,2023,8,28
Advika Chaudhari,"Lampur Border, Delhi - 110038",Sofa,White,Iron,Sofa,7,18,44231,1447,10,3752,41110.2,2024-08-13,2024,8,13
Yashoda Palan,"Shalimar Bagh, Delhi - 110053",Cupboard,Black,Plastic,Cupboard,8,17,23622,3692,5,5408,25948.3,2023-08-21,2023,8,21
Ishaan Lad,"Lajpat Nagar, Delhi - 110052",Cupboard,Grey,Metal,Cupboard,10,20,38160,4682,20,2287,34273.6,2023-06-01,2023,6,1
Chanchal Sethi,"Saket, Delhi - 110008",Cooler,Grey,Wood,Cooler,7,23,20815,4665,5,7415,24206.0,2024-04-18,2024,4,18
Balveer Desai,"Rohini, Delhi - 110043",Dressing Table,White,Glass,Dressing Table,1,19,16706,3747,15,9953,17385.05,2020-10-17,2020,10,17
Vaishnavi Sant,"Singhu Border, Delhi - 110042",Mandir,Yellow,Iron,Mandir,6,22,39688,779,10,2369,36420.3,2024-08-17,2024,8,17
Yug Dara,"Karol Bagh, Delhi - 110094",Mandir,Yellow,Glass,Mandir,9,27,35071,3818,5,1863,36944.55,2023-12-27,2023,12,27
Ishani Gara,"Janakpuri, Delhi - 110009",Sofa,Red,Glass,Sofa,9,19,22081,3335,10,9539,22874.4,2021-05-22,2021,5,22
Simon Dhillon,"Holambi, Delhi - 110043",Mandir,Blue,Board,Mandir,4,22,38850,4182,5,5747,40880.4,2022-10-20,2022,10,20
Garima Hans,"Shalimar Bagh, Delhi - 110028",Mandir,Red,Glass,Mandir,4,22,19076,1565,5,1107,19608.95,2021-02-08,2021,2,8
Robert Deep,"Vasant Kunj, Delhi - 110047",Bed - Single Bed,Red,Plastic,Bed,1,11,24566,1605,15,6349,22245.35,2020-04-10,2020,4,10
Aarini Lall,"Alipur, Delhi - 110043",Bed - Double Bed,Yellow,Board,Bed,1,15,26345,1440,20,4769,22228.0,2023-12-30,2023,12,30
Nidhi Devan,"Alipur, Delhi - 110018",Sofa,Brown,Board,Sofa,4,24,19526,1967,20,8722,17194.4,2022-01-25,2022,1,25
Naveen Subramaniam,"Singhu Border, Delhi - 110009",Sofa,Red,Wood,Sofa,8,20,43100,3837,15,7354,39896.45,2021-02-20,2021,2,20
Rudra Basak,"Pitampura, Delhi - 110078",Cooler,Green,Iron,Cooler,9,26,15479,1198,15,2071,14175.45,2023-06-06,2023,6,6
Aarini Saha,"Alipur, Delhi - 110091",Dressing Table,White,Plastic,Dressing Table,10,27,10110,2079,15,1376,10360.65,2023-12-24,2023,12,24
Hardik Murthy,"Shalimar Bagh, Delhi - 110028",Mandir,Black,Board,Mandir,9,13,15581,3968,5,9731,18571.55,2023-10-29,2023,10,29
Faraj Chokshi,"Pitampura, Delhi - 110082",Bed - Single Bed,Yellow,Glass,Bed,2,14,37725,3519,20,606,32995.2,2024-11-16,2024,11,16
Tamanna Shenoy,"Rohini, Delhi - 110023",Chair,Green,Metal,Chair,3,21,25029,3944,20,5083,23178.4,2022-05-24,2022,5,24
Finn Ghosh,"Alipur, Delhi - 110020",Chair,Yellow,Plastic,Chair,5,6,17543,3788,15,6151,18131.35,2024-12-01,2024,12,1
Tanveer Ahuja,"Lampur Border, Delhi - 110071",Sofa,Grey,Board,Sofa,2,14,22003,4524,5,5451,25200.65,2023-12-14,2023,12,14
Zinal Agarwal,"Dwarka, Delhi - 110091",Cupboard,Green,Board,Cupboard,8,27,28348,4699,5,5559,31394.65,2023-03-15,2023,3,15
Alexander Bhandari,"Karol Bagh, Delhi - 110058",Dressing Table,Green,Wood,Dressing Table,8,21,10478,3168,20,5896,10916.8,2022-01-23,2022,1,23
Qasim Sawhney,"Alipur, Delhi - 110051",Cooler,Blue,Wood,Cooler,6,20,11406,2365,15,7613,11705.35,2020-03-26,2020,3,26
Ayush Parmar,"Janakpuri, Delhi - 110097",Cupboard,Yellow,Iron,Cupboard,7,16,21523,4609,20,7310,20905.6,2024-12-01,2024,12,1
Aditya Keer,"Rohini, Delhi - 110032",Chair,Red,Metal,Chair,3,15,14811,626,5,3238,14665.15,2022-08-15,2022,8,15
Chakradev Chana,"Pranshant Vihar, Delhi - 110039",Mattress,Brown,Glass,Mattress,6,23,46914,2416,15,6291,41930.5,2021-08-11,2021,8,11
Aditya Chakraborty,"Karol Bagh, Delhi - 110040",Chair,Brown,Wood,Chair,8,27,7200,2400,20,5546,7680.0,2024-10-13,2024,10,13
Bhavani Sarma,"Pranshant Vihar, Delhi - 110046",Dressing Table,Black,Wood,Dressing Table,4,12,26991,4252,15,5805,26556.55,2020-06-13,2020,6,13
Ekiya Mand,"Vasant Kunj, Delhi - 110078",Mattress,Green,Glass,Mattress,8,27,34221,826,5,6640,33294.65,2024-08-25,2024,8,25
Kavya Panchal,"Rohini, Delhi - 110003",Dressing Table,Black,Metal,Dressing Table,7,22,15533,1966,5,4898,16624.05,2024-08-23,2024,8,23
Aradhana Devi,"Dwarka, Delhi - 110011",Bed - Double Bed,Black,Iron,Bed,5,21,25581,2448,15,3475,23824.65,2023-08-30,2023,8,30
Xalak Minhas,"Vasant Kunj, Delhi - 110098",Cooler,Black,Iron,Cooler,9,27,29410,4569,5,1253,32280.05,2023-02-23,2023,2,23
Ojasvi Sur,"Narela, Delhi - 110031",Mattress,Red,Board,Mattress,9,22,23617,4370,5,9868,26587.65,2021-06-12,2021,6,12
Hamsini Murthy,"Shalimar Bagh, Delhi - 110074",Mattress,Red,Iron,Mattress,1,5,5183,2386,5,3072,7190.55,2024-12-28,2024,12,28
Aarav Ghosh,"Pitampura, Delhi - 110036",Chair,Green,Plastic,Chair,7,19,22205,1451,15,5824,20107.6,2024-03-14,2024,3,14
Simon Palla,"Alipur, Delhi - 110058",Dressing Table,Black,Metal,Dressing Table,7,12,42952,3987,5,6308,44592.05,2021-07-15,2021,7,15
Nirja Mani,"Janakpuri, Delhi - 110095",Mattress,Brown,Plastic,Mattress,2,20,33936,4196,5,1357,36225.4,2021-06-22,2021,6,22
Owen Prasad,"Holambi, Delhi - 110005",Chair,White,Board,Chair,1,16,5998,2166,5,9822,7755.8,2021-12-17,2021,12,17
Yashica Luthra,"Shalimar Bagh, Delhi - 110062",Bed - Double Bed,Blue,Wood,Bed,8,15,31447,609,10,1805,28850.4,2020-01-20,2020,1,20
Urvi Sinha,"Shalimar Bagh, Delhi - 110094",Cupboard,Black,Metal,Cupboard,10,13,5971,4606,15,4362,8990.45,2023-10-26,2023,10,26
Ronith Bir,"Alipur, Delhi - 110006",Cupboard,Grey,Glass,Cupboard,1,7,20353,1269,15,7489,18378.7,2021-04-17,2021,4,17
